artist,song,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,key_name,mode_name,tonality,tempo_class,acoustic,blues,classical,country,dance,easy listening,electronic,folk,hip hop,jazz,latin,metal,pop,r&b,rock,traditional,world
blue,all rise,False,2001,0.63,0.721,0.737,0.879,0.0324,0.121,0.0,0.165,0.931,98,3.43,F,Minor,F Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jessica simpson,irresistible,False,2001,0.43,0.657,0.965,0.877,0.0556,0.0285,8.84e-05,0.0552,0.669,93,3.14,G#,Minor,G# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
crazy town,butterfly,False,1999,0.71,0.736,0.811,0.808,0.081,0.00132,0.000142,0.107,0.609,104,3.36,A,Minor,A Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
michael jackson,you rock my world,False,2001,0.64,0.854,0.673,0.859,0.185,0.038,0.000227,0.255,0.955,95,5.37,E,Minor,E Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
eve,let me blow ya mind,True,2001,0.73,0.908,0.557,0.804,0.107,0.242,0.0,0.0709,0.897,90,3.5,G#,Minor,G# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
jennifer lopez,ain't it funny,False,2001,0.0,0.707,0.869,0.79,0.0481,0.104,0.000121,0.0813,0.621,100,4.06,F,Minor,F Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
brandy,another day in paradise - r&b-version,False,2002,0.5,0.7,0.787,0.758,0.0327,0.00666,3.68e-05,0.0724,0.556,102,4.31,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
nickelback,how you remind me,False,2001,0.78,0.446,0.764,0.765,0.033,0.00135,0.0,0.099,0.543,172,3.43,A#,Major,A# Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
daft punk,one more time,False,2001,0.76,0.613,0.697,0.588,0.133,0.0194,0.0,0.332,0.476,123,5.2,D,Major,D Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
outkast,ms. jackson,True,2000,0.82,0.843,0.806,0.72,0.269,0.143,0.0,0.0771,0.613,95,4.3,E,Minor,E Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
fragma,everytime you need me - radio version,False,2001,0.5,0.682,0.917,0.744,0.0318,0.15,0.0676,0.34,0.79,137,3.33,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
mariah carey,loverboy,False,2001,0.42,0.721,0.79,0.81,0.124,0.183,0.0,0.1,0.821,103,3.49,C#,Major,C# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
dido,thank you,False,1999,0.73,0.725,0.583,0.522,0.0427,0.3,0.000238,0.0665,0.762,80,3.38,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
joe,stutter (feat. mystikal) - double take remix,False,2000,0.57,0.767,0.759,0.692,0.117,0.0513,0.0,0.31,0.677,90,3.33,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
p.o.d.,youth of the nation,False,2001,0.69,0.563,0.86,0.641,0.0621,0.00834,0.0106,0.39,0.517,98,4.16,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jennifer lopez,play,True,2001,0.57,0.775,0.729,0.805,0.162,0.0303,0.00247,0.0361,0.895,105,3.31,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
missy elliott,get ur freak on,True,2001,0.68,0.797,0.75,0.551,0.247,0.533,0.108,0.095,0.74,178,3.31,C,Major,C Major,Frenetico (Presto),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ricky martin,nobody wants to be lonely (with christina aguilera),False,2008,0.52,0.635,0.854,0.766,0.0612,0.00579,0.0083,0.0623,0.59,101,4.12,A#,Minor,A# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
christina milian,am to pm,False,2001,0.6,0.872,0.868,0.864,0.12,0.153,2.26e-05,0.843,0.822,105,3.51,A#,Minor,A# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
roger sanchez,another chance,False,2000,0.5,0.61,0.82,0.518,0.0312,0.000211,0.146,0.138,0.45,128,7.32,D#,Major,D# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
gorillaz,clint eastwood,True,2001,0.74,0.663,0.694,0.587,0.171,0.0253,0.0,0.0698,0.525,168,5.4,A#,Minor,A# Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2pac,until the end of time,True,2001,0.57,0.757,0.706,0.684,0.203,0.0267,0.0,0.197,0.375,97,4.26,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tamia,stranger in my house,False,2000,0.48,0.676,0.601,0.771,0.0297,0.103,0.0,0.147,0.206,120,4.45,C,Major,C Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
mary j. blige,no more drama,False,2001,0.61,0.653,0.837,0.677,0.124,0.534,7.12e-05,0.0784,0.64,98,5.26,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
jennifer lopez,love don't cost a thing,False,2001,0.67,0.786,0.842,0.761,0.0707,0.00305,3.54e-06,0.473,0.685,98,3.41,E,Minor,E Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
jamiroquai,little l,False,2001,0.65,0.878,0.724,0.748,0.129,0.168,0.0116,0.133,0.904,122,4.55,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
case,missing you,False,2001,0.55,0.612,0.579,0.697,0.0553,0.285,0.0,0.0556,0.716,86,4.44,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
112,peaches & cream,False,2001,0.63,0.677,0.52,0.705,0.334,0.00277,0.0,0.0532,0.768,204,3.13,E,Minor,E Minor,Frenetico (Presto),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
five,let's dance - radio edit,False,2001,0.47,0.631,0.821,0.626,0.0867,0.00876,0.000247,0.293,0.547,118,3.38,E,Minor,E Minor,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rui da silva,touch me (radio edit) [feat. cassandra],False,2001,0.54,0.464,0.922,0.599,0.0638,0.124,0.227,0.0546,0.695,129,3.33,C,Major,C Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
alien ant farm,smooth criminal,False,2001,0.75,0.653,0.964,0.803,0.0582,0.00316,0.00512,0.144,0.87,127,3.29,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
erick sermon,music (feat. marvin gaye),True,2001,0.57,0.897,0.466,0.566,0.203,0.187,1.35e-06,0.0757,0.884,100,3.43,A#,Minor,A# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
d12,purple pills,True,2001,0.68,0.78,0.634,0.72,0.16,0.0199,2.98e-05,0.29,0.754,125,5.04,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
usher,pop ya collar - radio edit,False,2016,0.26,0.888,0.8,0.819,0.0946,0.0901,2.12e-05,0.229,0.866,107,3.3,F,Minor,F Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
madonna,don't tell me,False,2000,0.53,0.699,0.618,0.651,0.0594,0.0502,0.000925,0.0914,0.679,100,4.4,G,Major,G Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
blue,if you come back,False,2001,0.58,0.582,0.707,0.792,0.0319,0.0822,0.0,0.0467,0.701,78,3.27,A#,Major,A# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
atomic kitten,eternal flame - single version,False,2001,0.58,0.578,0.581,0.674,0.0318,0.0658,0.0042,0.0674,0.408,83,3.15,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jagged edge,where the party at (feat. nelly),False,2001,0.67,0.596,0.661,0.705,0.226,0.31,0.0,0.0847,0.86,129,3.52,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
afroman,because i got high,True,2001,0.68,0.802,0.341,0.591,0.488,0.169,0.0,0.0783,0.849,166,3.17,G,Major,G Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
s club 7,don't stop movin',False,2001,0.63,0.822,0.672,0.711,0.0329,0.0285,0.0,0.213,0.91,117,3.53,G,Major,G Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
craig david,fill me in,False,2000,0.6,0.682,0.744,0.669,0.0365,0.376,0.00951,0.06,0.827,132,4.17,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
nelly furtado,turn off the light,False,2000,0.01,0.587,0.679,0.704,0.0927,0.0839,0.000316,0.413,0.65,180,4.36,D,Major,D Major,Frenetico (Presto),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
supermen lovers,starlight - radio edit,False,2001,0.61,0.739,0.679,0.763,0.0373,0.000424,0.0187,0.389,0.786,127,3.54,C,Major,C Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mis-teeq,all i want - sunship radio edit,False,2004,0.46,0.795,0.919,0.862,0.0835,0.37,0.00863,0.189,0.96,134,3.27,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
jagged edge,promise,False,2000,0.56,0.751,0.568,0.745,0.0872,0.136,0.0,0.0288,0.646,128,4.06,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
s club 7,have you ever,False,2001,0.6,0.585,0.702,0.73,0.0325,0.538,0.0,0.216,0.51,140,3.21,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
enya,only time,False,2000,0.69,0.418,0.249,0.335,0.0301,0.841,0.661,0.112,0.213,83,3.38,D#,Major,D# Major,Moderato,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
faith hill,there you'll be,False,2001,0.6,0.321,0.511,0.63,0.0306,0.513,0.0,0.127,0.17,129,3.42,G#,Major,G# Major,Veloce (Allegro),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ronan keating,lovin' each day,False,2000,0.58,0.541,0.899,0.704,0.0633,0.0178,2.95e-06,0.286,0.829,107,3.32,C#,Major,C# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
destiny's child,bootylicious,False,2001,0.64,0.84,0.835,0.797,0.275,0.00281,1.11e-06,0.152,0.637,103,3.27,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
steps,it's the way you make me feel,False,2000,0.53,0.573,0.665,0.763,0.0239,0.108,2.09e-06,0.095,0.347,105,3.17,G#,Major,G# Major,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
sunshine anderson,heard it all before,False,2001,0.56,0.697,0.925,0.806,0.216,0.0614,0.0,0.095,0.678,97,4.55,D#,Minor,D# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
lenny kravitz,again,False,2000,0.68,0.55,0.804,0.756,0.0271,0.0148,4.33e-05,0.105,0.789,79,3.51,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
daniel bedingfield,gotta get thru this - d'n'd radio edit,False,2002,0.46,0.836,0.762,0.764,0.0598,0.0826,5.48e-05,0.102,0.941,134,2.42,G,Minor,G Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
db boulevard,point of view - radio edit,False,2018,0.0,0.676,0.715,0.675,0.0287,0.00284,0.0746,0.0685,0.275,129,3.51,F#,Major,F# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
janet jackson,all for you,False,2001,0.65,0.753,0.934,0.865,0.0736,0.0174,0.065,0.128,0.73,114,5.29,D,Major,D Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
atomic kitten,whole again,False,2001,0.66,0.747,0.706,0.784,0.0413,0.0844,0.00355,0.174,0.567,94,3.05,E,Major,E Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ja rule,livin' it up,False,2001,0.64,0.874,0.768,0.812,0.311,0.0554,0.0,0.041,0.636,106,4.17,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
destiny's child,"independent women, pt. 1",False,2001,0.65,0.73,0.602,0.827,0.206,0.362,3.69e-06,0.169,0.927,98,3.41,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
dj pied piper & the masters of ceremonies,do you really like it? - radio edit,False,2001,0.54,0.847,0.877,0.746,0.0493,0.124,0.0,0.148,0.764,131,3.37,D,Major,D Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
jennifer lopez,i'm real (feat. ja rule) - murder remix,True,2001,0.66,0.708,0.587,0.622,0.151,0.273,0.0,0.0718,0.554,83,4.22,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
musiq soulchild,love,False,2000,0.0,0.569,0.385,0.524,0.0499,0.342,0.0,0.0876,0.339,100,5.04,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
so solid crew,21 seconds,True,2001,0.51,0.607,0.637,0.467,0.241,0.0191,0.0,0.124,0.818,137,5.02,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
robbie williams,eternity,False,2001,0.48,0.469,0.316,0.613,0.0265,0.504,6.04e-06,0.0919,0.199,78,5.02,A#,Major,A# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
basement jaxx,romeo,False,2001,0.0,0.713,0.829,0.808,0.0491,0.00769,0.00203,0.139,0.844,127,3.37,D,Major,D Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
ludacris,southern hospitality (featuring pharrell),True,2000,0.54,0.623,0.896,0.78,0.247,0.035,0.0,0.0941,0.613,95,5.0,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
gabrielle,rise,False,2001,0.6,0.558,0.481,0.545,0.026,0.315,8.83e-06,0.09,0.631,145,3.39,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
nelly,ride wit me,True,2000,0.75,0.85,0.7,0.693,0.0478,0.0616,1.8e-06,0.244,0.722,102,4.51,G,Major,G Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
trick daddy,i'm a thug,True,2001,0.59,0.933,0.561,0.719,0.122,0.0275,0.0,0.102,0.586,140,4.14,B,Major,B Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
travis,sing,False,2001,0.68,0.33,0.905,0.764,0.0497,0.000233,8.14e-06,0.0712,0.259,163,3.48,E,Major,E Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
jay-z,izzo (h.o.v.a.),True,2001,0.63,0.618,0.844,0.813,0.342,0.0178,0.000126,0.0634,0.697,84,4.0,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gabrielle,out of reach,False,2001,0.69,0.51,0.48,0.689,0.0452,0.503,0.0,0.106,0.496,183,3.16,B,Major,B Major,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
opm,heaven is a halfpipe (if i die),True,2000,0.56,0.743,0.894,0.673,0.0349,0.0755,0.00283,0.367,0.77,96,4.17,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
k-ci & jojo,crazy,False,2019,0.3,0.68,0.644,0.791,0.0258,0.084,0.0,0.549,0.484,116,4.22,C,Major,C Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
staind,it's been awhile,True,2001,0.64,0.509,0.774,0.813,0.0338,0.00189,0.000549,0.143,0.0824,117,4.24,F#,Major,F# Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3lw,no more (baby i'ma do right),False,2000,0.56,0.721,0.723,0.664,0.0631,0.102,4.4e-06,0.0651,0.761,89,4.23,D,Minor,D Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ginuwine,differences,False,2001,0.65,0.562,0.594,0.787,0.0558,0.318,0.0,0.311,0.423,63,4.25,D#,Minor,D# Minor,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
nsync,gone,False,2001,0.45,0.699,0.403,0.59,0.0614,0.421,0.0,0.126,0.5,114,4.52,B,Minor,B Minor,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lifehouse,hanging by a moment,False,2000,0.61,0.537,0.858,0.771,0.0349,0.000966,0.0,0.0812,0.502,125,3.36,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
nelly,dilemma,True,2002,0.77,0.727,0.552,0.615,0.14,0.227,0.000164,0.198,0.607,168,4.49,D,Minor,D Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
eminem,without me,True,2002,0.87,0.908,0.669,0.874,0.0738,0.00286,0.0,0.237,0.662,112,4.5,G,Major,G Major,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
avril lavigne,complicated,False,2002,0.78,0.585,0.776,0.722,0.0459,0.0572,7.74e-06,0.3,0.427,78,4.04,F,Major,F Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vanessa carlton,a thousand miles,False,2002,0.75,0.56,0.825,0.823,0.0379,0.323,0.0,0.161,0.268,95,3.57,B,Major,B Major,Moderato,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
calling,wherever you will go,False,2001,0.72,0.558,0.719,0.761,0.0267,0.0367,0.0,0.115,0.371,112,3.28,D,Major,D Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shakira,underneath your clothes,False,2001,0.64,0.616,0.597,0.75,0.0415,0.691,0.0,0.104,0.362,166,3.44,G#,Major,G# Major,Vivace,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
no doubt,underneath it all,False,2001,0.27,0.729,0.731,0.775,0.0684,0.232,1.57e-06,0.391,0.839,138,5.02,E,Major,E Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
truth hurts,addictive,True,2002,0.58,0.701,0.677,0.688,0.147,0.0737,0.000162,0.187,0.367,99,3.46,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
busta rhymes,i know what you want (feat. flipmode squad),True,2002,0.68,0.648,0.759,0.8,0.306,0.0142,0.0,0.648,0.518,86,5.24,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
eminem,'till i collapse,True,2002,0.85,0.548,0.847,0.854,0.186,0.0622,0.0,0.0816,0.1,171,4.57,C#,Major,C# Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
diddy,"i need a girl (pt. 2) [feat. loon, ginuwine & mario winans]",False,2004,0.69,0.713,0.471,0.648,0.483,0.421,0.0,0.0308,0.779,200,4.45,C#,Minor,C# Minor,Frenetico (Presto),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
christina milian,when you look at me - radio edit,False,2001,0.6,0.955,0.839,0.846,0.127,0.0934,0.000175,0.099,0.825,109,3.42,D#,Minor,D# Minor,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
madonna,die another day,False,2003,0.53,0.792,0.797,0.758,0.0901,0.062,0.00325,0.0896,0.491,124,4.36,C,Minor,C Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jennifer lopez,i'm gonna be alright (feat. nas),False,2002,0.53,0.718,0.69,0.797,0.265,0.106,0.0,0.271,0.774,93,2.52,A#,Minor,A# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
angie martinez,if i could go! (feat. lil' mo & sacario),False,2019,0.4,0.583,0.643,0.644,0.355,0.171,0.0,0.0395,0.7,196,4.04,A,Minor,A Minor,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
linkin park,in the end,False,2000,0.83,0.556,0.864,0.724,0.0584,0.00958,0.0,0.209,0.4,105,3.36,D#,Minor,D# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
las ketchup,the ketchup song (aserejé) - spanglish version,False,2002,0.66,0.607,0.923,0.679,0.0948,0.0193,1.1e-06,0.0924,0.868,185,3.33,C#,Major,C# Major,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aaliyah,rock the boat,False,2019,0.0,0.641,0.72,0.756,0.0336,0.0688,0.00286,0.193,0.418,93,4.35,F,Major,F Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
holly valance,kiss kiss,False,2002,0.54,0.705,0.717,0.769,0.125,0.00369,0.461,0.0701,0.554,97,3.24,E,Minor,E Minor,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
sugababes,round round,False,2002,0.59,0.74,0.845,0.826,0.0338,0.00287,6.23e-06,0.115,0.749,127,3.56,F#,Minor,F# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
marilyn manson,tainted love,False,2003,0.6,0.622,0.876,0.629,0.0728,0.00107,1.83e-06,0.292,0.537,142,3.2,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
brandy,what about us?,False,2002,0.43,0.686,0.698,0.868,0.223,0.263,0.0,0.39,0.748,93,4.13,F,Minor,F Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
chad kroeger,hero (feat. josey scott),False,2003,0.66,0.427,0.843,0.789,0.0364,0.00216,0.0,0.179,0.304,147,3.2,E,Major,E Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
britney spears,overprotected - radio edit,False,2001,0.61,0.682,0.894,0.928,0.0727,0.0381,0.0,0.416,0.845,96,3.18,C,Minor,C Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scooter,the logical song,False,2013,0.46,0.527,0.933,0.703,0.0382,0.00112,0.0362,0.425,0.493,144,3.54,F#,Minor,F# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
missy elliott,4 my people (feat. eve),True,2001,0.49,0.969,0.701,0.643,0.156,0.14,0.00161,0.201,0.905,121,4.49,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
aaliyah,more than a woman,False,2002,0.42,0.646,0.638,0.727,0.0787,0.0556,0.0014,0.182,0.74,87,3.5,B,Major,B Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
brandy,full moon,False,2002,0.52,0.611,0.654,0.775,0.139,0.372,0.00432,0.0926,0.609,106,4.08,A#,Minor,A# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
blue,one love,False,2002,0.6,0.683,0.722,0.814,0.0358,0.0243,4.2e-05,0.35,0.854,95,3.27,G#,Minor,G# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
busta rhymes,pass the courvoisier part ii (feat. p. diddy & pharrell) - remix,True,2001,0.55,0.697,0.793,0.781,0.323,0.0844,0.0,0.0619,0.56,90,3.58,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
celine dion,a new day has come - radio remix,False,2001,0.59,0.574,0.691,0.761,0.035,0.0826,1.65e-05,0.149,0.195,92,4.19,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scooter,nessaja,False,2013,0.47,0.486,0.904,0.685,0.0364,0.000748,0.0984,0.187,0.118,143,3.28,D,Major,D Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
eve,gangsta lovin',True,2002,0.58,0.723,0.84,0.84,0.0608,0.0619,0.0,0.0945,0.827,94,3.59,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
disturbing tha peace,move bitch,True,2002,0.59,0.777,0.751,0.732,0.133,0.245,0.0,0.1,0.191,178,4.32,C#,Major,C# Major,Frenetico (Presto),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
khia,"my neck, my back (lick it)",True,2015,0.59,0.859,0.625,0.804,0.13,0.0296,0.0,0.0537,0.71,102,3.42,A,Minor,A Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tweet,oops (oh my) [feat. missy elliott],True,2002,0.64,0.66,0.536,0.58,0.29,0.233,0.00669,0.111,0.775,160,3.57,A#,Minor,A# Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kylie minogue,spinning around,False,2000,0.55,0.761,0.662,0.636,0.0548,0.292,6.19e-05,0.0956,0.631,120,3.27,F#,Minor,F# Minor,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
nelly,hot in herre,True,2002,0.75,0.956,0.745,0.779,0.12,0.206,0.0,0.0615,0.912,107,3.48,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
gareth gates,anyone of us (stupid mistake),False,2003,0.53,0.7,0.72,0.714,0.0261,0.285,0.0,0.0845,0.654,107,3.47,C#,Major,C# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
christina aguilera,dirrty (feat. redman),False,2002,0.68,0.64,0.889,0.862,0.322,0.107,0.0,0.339,0.436,100,4.58,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
b2k,uh huh,False,2002,0.49,0.855,0.681,0.769,0.0688,0.0881,3.7e-06,0.0592,0.908,100,3.43,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
